0,0,0
1,0,0
3,0,0
4,0,0
6,0,0
7,0,0
9,0,0
10,0,0
12,0,0
13,0,0
14,0,1
16,0,1
17,0,1
19,0,1
20,0,1
22,0,1
23,0,1
24,0,2
26,0,2
27,0,2
29,0,2
30,0,3
32,0,3
33,0,3
35,0,3
36,0,4
37,0,4
39,0,4
40,0,4
42,0,5
43,0,5
45,0,5
46,0,6
48,0,6
49,0,7
50,0,7
52,0,7
53,0,8
55,0,8
56,0,9
58,0,9
59,0,10
61,0,10
62,0,11
63,0,11
65,0,12
66,0,12
68,0,13
69,0,13
71,0,14
72,0,14
73,0,15
75,0,15
76,0,16
78,0,17
79,0,17
81,0,18
82,0,19
84,0,19
85,0,20
86,0,21
88,0,21
89,0,22
91,0,23
92,0,23
94,0,24
95,0,25
97,0,26
98,0,26
99,0,27
101,0,28
102,0,29
104,0,30
105,0,30
107,0,31
108,0,32
109,0,33
111,0,34
112,0,35
114,0,36
115,0,37
117,0,37
118,0,38
120,0,39
121,0,40
122,0,41
124,0,42
125,0,43
127,0,44
128,0,45
130,0,46
131,0,47
133,0,48
134,0,49
135,0,50
137,0,52
138,0,53
140,0,54
141,0,55
143,0,56
144,0,57
146,0,58
147,0,59
148,0,61
150,0,62
151,0,63
153,0,64
154,0,65
156,0,67
157,0,68
158,0,69
160,0,70
161,0,72
163,0,73
164,0,74
166,0,76
167,0,77
169,0,78
170,0,80
171,0,81
173,0,82
174,0,84
176,2,85
177,4,86
179,6,88
180,8,89
182,10,91
183,11,92
184,13,94
186,15,95
187,17,97
189,19,98
190,21,100
192,23,101
193,25,103
194,27,104
196,29,106
197,30,107
199,32,109
200,34,110
202,36,112
203,38,114
205,40,115
206,42,117
207,44,118
209,46,120
210,48,122
212,49,123
213,51,125
215,53,127
216,55,129
218,57,130
219,59,132
220,61,134
222,63,136
223,65,137
225,67,139
226,69,141
228,70,143
229,72,144
231,74,146
232,76,148
233,78,150
235,80,152
236,82,154
238,84,156
239,86,157
241,88,159
242,89,161
243,91,163
245,93,165
246,95,167
248,97,169
249,99,171
251,101,173
252,103,175
254,105,176
255,107,177
255,108,178
255,110,179
255,112,180
255,114,181
255,116,182
255,118,183
255,120,184
255,122,185
255,124,186
255,126,187
255,128,188
255,129,189
255,131,190
255,133,191
255,135,192
255,137,193
255,139,194
255,141,195
255,143,196
255,145,197
255,147,198
255,148,199
255,150,200
255,152,201
255,154,202
255,156,203
255,158,204
255,160,205
255,162,206
255,164,207
255,166,208
255,167,209
255,169,210
255,171,211
255,173,212
255,175,213
255,177,214
255,179,215
255,181,216
255,183,217
255,185,218
255,186,219
255,188,220
255,190,221
255,192,222
255,194,223
255,196,224
255,198,225
255,200,226
255,202,227
255,204,228
255,206,229
255,207,230
255,209,231
255,211,232
255,213,233
255,215,234
255,217,235
255,219,236
255,221,237
255,223,238
255,225,239
255,226,240
255,228,241
255,230,242
255,232,243
255,234,244
255,236,245
255,238,246
255,240,247
255,242,248
255,244,249
255,245,250
255,247,251
255,249,252
255,251,253
255,253,254
255,255,255
